prompt,response
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Zafir Khan
Codename: Zephyr
Role: Controller
Appearance: Zephyr is a young Bangladeshi man with a slim build, standing at 6'2"". He has dark brown eyes, a short beard, and a shaved head. He wears a white and blue turban and a white and blue tunic with a sash. He also wears a pair of brown leather sandals.

Biography: Zafir Khan is a former soldier from Bangladesh. He was part of a special forces unit known as the 'Tigers of Dhaka', and was known for his bravery and courage in battle. After the Tigers disbanded, he was recruited by the VALORANT Protocol as its twenty-third agent, 'Zephyr'. His mission is to protect the world from the threats posed by Omega and its agents.

Personality: Zephyr is a calm and collected individual, with a strong sense of justice and loyalty. He is determined to protect the innocent and fight for what is right, no matter the cost. He is also a loyal friend and ally, always willing to help out his teammates when they need it.

Abilities:
C - Wind Wall: Zephyr creates a wall of wind that blocks incoming bullets and projectiles.
Q - Tailwind: Zephyr launches a gust of wind that propels him forward in a straight line, allowing him to quickly traverse the map.
E - Whirlwind: Zephyr creates a whirlwind that pulls enemies towards him and deals damage over time.
X - Cyclone: Zephyr creates a powerful cyclone that deals damage and knocks back enemies in its radius.

Relationships:
- Sage: Sage and Zephyr have a strong bond, as they are both radiants and share a similar sense of justice.
- Viper: Viper and Zephyr have a mutual respect for each other, as Viper recognizes Zephyr's courage and determination.
- Breach: Zephyr and Breach have a friendly rivalry, as they both enjoy a good fight and are always looking for a challenge."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","

Name: Kazi Akhtar
Codename: Kaze
Role: Controller
Appearance: Kaze is a Bangladeshi man of average height with a lean build. He has short black hair and brown eyes, and wears a bright yellow turban. He has a long beard, and his face is usually decorated with intricate tattoos. He wears a yellow and black jumpsuit with a yellow and black mask to hide his identity.

Biography: Kazi Akhtar was born and raised in Dhaka, Bangladesh. As a child, he was always fascinated by the power of electricity and its potential to do good. He was determined to use this power to help people, and so he dedicated his life to mastering the art of manipulating electricity. After years of study, Kazi became a master of electricity and was recruited by the VALORANT Protocol as its twenty-third agent, ""Kaze"".

Personality: Kaze is a passionate and determined individual, always looking for ways to use his powers to help people. He is a loyal and dedicated agent, willing to put himself in danger to protect his team. He is also a bit of a prankster, often playing practical jokes on his teammates in order to lighten the mood.

Abilities:
C - Electric Shield: Kaze creates a shield of electricity that blocks incoming fire.
Q - Electric Bolt: Kaze fires a bolt of electricity that can be used to stun enemies.
E - Electric Surge: Kaze sends an electric surge through the ground that damages and slows enemies.
X - Electric Storm: Kaze creates a storm of electricity that damages and stuns enemies in its radius.

Relationships:
Kaze has a strong bond with Viper, who he looks up to as a mentor. He also has a good relationship with Sage, who he respects for her wisdom and leadership. Lastly, he has a friendly rivalry with Breach, who he often competes with for the best pranks."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Anik Rahman
Codename: Flash
Role: Controller
Appearance: Anik is a young man of Bangladeshi descent with a slim build and a height of 5'7"". He has dark brown eyes, dark brown hair, and a light brown complexion. He wears a white and blue jumpsuit with a black and yellow stripe running down the middle. He also wears a pair of goggles with a yellow lens, and a pair of white and yellow sneakers.

Biography: Anik Rahman was born in Dhaka, Bangladesh. He grew up in a middle-class family and was always interested in technology and gadgets. He was a bright student and was accepted into a prestigious engineering school. After graduating, he went on to work for a tech company in Dhaka, where he specialized in developing gadgets and devices.

One day, while working on a project, Anik accidentally created a device that could control electricity. He quickly realized the potential of this device and began to experiment with it. He soon realized that he could use it to create a force field that could be used to protect himself and his allies.

Personality: Anik is a very intelligent and creative person. He is always looking for ways to improve himself and his gadgets. He is also very resourceful and can think on his feet. He is a bit of a perfectionist and can be quite stubborn when it comes to his work. He is also quite brave and is not afraid to take risks if it means achieving his goals.

Abilities:

C - Electric Shield: Anik creates an electric shield that blocks incoming projectiles and temporarily stuns enemies who come into contact with it.

Q - Electric Blast: Anik fires a blast of electricity in a cone-shaped area, dealing damage and temporarily stunning enemies.

E - Electric Surge: Anik creates an electric surge that travels along the ground, dealing damage and temporarily stunning enemies.

X - Electric Storm: Anik creates a storm of electricity that deals damage and temporarily stuns enemies in a wide area.

Relationships:

Sage: Sage and Anik have a good relationship, with Sage being impressed by Anik's intelligence and resourcefulness.

Killjoy: Killjoy and Anik have a friendly rivalry, with Killjoy constantly trying to one-up Anik's inventions.

Harbor: Harbor and Anik have a good relationship, with Harbor being impressed by Anik's courage and determination."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Faisal Rahman
Codename: Bardo
Role: Controller
Appearance: A tall, well-built man with a thick beard, wearing a long, dark green robe with a hood, and a pair of goggles. He has a pair of goggles on his forehead and a pair of gloves on his hands.
Biography: Faisal Rahman is a former soldier from Bangladesh. He was a part of a special forces unit, and he was known for his bravery and tactical skills. After leaving the military, he joined the VALORANT Protocol as its twenty-third agent, ""Bardo"". He is a controller, using his powers to manipulate the environment and create strategic advantages for his team.
Personality: Faisal is a calm and collected individual, but he is also fiercely loyal to his team and will do whatever it takes to protect them. He is a natural leader, and he is always looking for ways to help his team succeed.
Abilities:
C - Bardo creates a powerful shield that blocks enemy fire and provides cover for allies.
Q - Bardo can create a powerful shockwave that knocks enemies back and disrupts their aim.
E - Bardo can create a powerful wind that pushes enemies away and makes them vulnerable.
X - Bardo can create a powerful vortex that sucks enemies in and prevents them from escaping.
Relationships:
- Bardo has a strong relationship with Sage, as they both share a similar sense of loyalty and dedication to their team.
- Bardo has a strong relationship with Raze, as they both share a love of chaos and destruction.
- Bardo has a strong relationship with Viper, as they both share a passion for strategic planning and tactics."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Shovon Das
Codename: Frost
Role: Controller
Appearance: Shovon is a young Bangladeshi man with a light brown complexion and short black hair. He wears a white hoodie with a black and yellow stripe running down the arms, and a pair of black jeans. He also wears a pair of goggles on his forehead, and a pair of black gloves.

Biography: Shovon Das was born and raised in Dhaka, Bangladesh. He was always fascinated with the power of ice and snow, and as a child he would often spend his days playing in the snow and trying to manipulate it. As he grew older, he began to study the properties of ice and snow, and eventually developed a way to control them. He soon found himself recruited by the VALORANT Protocol as their twenty-third agent, ""Frost"".

Personality: Shovon is a laid-back and easy-going person who loves to joke around and have fun. He is also a very brave and courageous individual, willing to put himself in harm's way in order to protect his friends and allies. He is also very loyal to the VALORANT Protocol and its cause, and will do whatever it takes to ensure its success.

Abilities:
C - Ice Wall: Frost creates a wall of ice that blocks enemy movement and projectiles.
Q - Snowball: Frost launches a snowball that explodes on impact, dealing damage and slowing enemies in the area.
E - Ice Spike: Frost creates a spike of ice that deals damage and slows enemies in the area.
X - Avalanche: Frost creates a massive avalanche of snow and ice that deals damage and knocks enemies back.

Relationships:
- Sage: Frost and Sage have a friendly relationship, as Sage often helps him with his studies and encourages him to use his ice powers for the good of the Protocol.
- Viper: Frost and Viper have a professional relationship, as Viper often gives him advice on how to use his ice powers more effectively.
- Killjoy: Frost and Killjoy have a friendly relationship, as Killjoy often helps him with his inventions and encourages him to use his powers for the good of the Protocol."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Shafiqul Haque
Codename: Shockwave
Role: Controller
Appearance: Shockwave is a Bangladeshi man with a tall, athletic build and a muscular physique. He has a shaved head, a goatee, and wears a pair of aviator sunglasses. His outfit consists of a black leather jacket, black cargo pants, and combat boots.
Personality: Shockwave is a confident and determined agent who is always looking to prove himself. He is a natural leader, and is always willing to take charge of a situation. He is also a bit of a daredevil, and loves to take risks in order to get the job done.
Abilities:
C - Shockwave - Shockwave emits a powerful shockwave that damages and knocks back enemies in its path.
Q - Electric Surge - Shockwave sends forth a surge of electricity that damages and stuns enemies in its area of effect.
E - Electric Shield - Shockwave creates a shield of electricity that blocks incoming projectiles and damages enemies that come into contact with it.
X - Electric Storm - Shockwave summons a storm of electricity that damages and stuns enemies in its area of effect.
Relationships:
- Sova: Shockwave and Sova have a friendly rivalry, as they are both controllers and often compete to see who can do the most damage.
- Viper: Shockwave and Viper have a professional relationship, as they both have a similar outlook on getting the job done.
- Breach: Shockwave and Breach have a brotherly relationship, as they both have a love of taking risks and pushing the limits."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Abir Hasan
Codename: KAY/O
Role: Controller
Appearance: A tall, muscular figure with a robotic body made of titanium and steel. His face is composed of a light-blue visor, with a red light in the center. He has two large arms with two sets of claws, and two large feet that can be used to crush enemies.
Personality: KAY/O is a no-nonsense individual who is focused on the mission at hand. He is loyal to his teammates and will do whatever it takes to protect them. He is also capable of displaying a range of emotions, from anger to humor.
Abilities:
C - Kinetic Shield: KAY/O deploys a kinetic shield that blocks incoming attacks and absorbs damage.
Q - Kinetic Pulse: KAY/O releases a powerful pulse of kinetic energy that knocks back enemies and deals damage.
E - Kinetic Boost: KAY/O charges forward, dealing damage and knocking back enemies in his path.
X - Kinetic Overload: KAY/O unleashes a powerful wave of kinetic energy that deals massive damage and knocks back enemies.
Relationships: 
* Sage: KAY/O and Sage have a strong bond, as they both have a shared understanding of the importance of their mission. 
* Harbor: KAY/O and Harbor have a mutual respect for each other, as they both understand the importance of their mission. 
* Viper: KAY/O and Viper have a professional relationship, as Viper is the leader of the VALORANT Protocol and KAY/O is a loyal member of the team."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Nizam Uddin
Codename: Nizam
Role: Controller
Appearance: Nizam is a young man of Bangladeshi descent, with a tall and muscular build. He wears a black and yellow hoodie with a matching mask, and a pair of yellow and black cargo pants. He has a pair of yellow goggles that he wears over his eyes, and a pair of yellow and black gloves.

Biography: Nizam Uddin was born in Bangladesh and grew up in a small village. He was always a curious and adventurous child, and his parents encouraged him to explore the world. When he was a teenager, he joined the Bangladeshi military, where he quickly rose through the ranks. He was eventually recruited by the VALORANT Protocol as its twenty-second agent, ""Nizam"".

Personality: Nizam is a brave and determined individual, always looking for ways to help his team and protect those around him. He is also a bit of a prankster, often joking around and trying to lighten the mood. He is fiercely loyal to his team and will do anything to protect them.

Abilities:
C - Shockwave: Nizam creates a powerful shockwave that knocks enemies back and damages them.
Q - Force Field: Nizam creates a force field that blocks enemy projectiles and abilities.
E - Overload: Nizam overloads an area with electricity, stunning enemies and dealing damage.
X - Electrostatic Surge: Nizam unleashes a powerful surge of electricity, dealing massive damage to enemies in its path.

Relationships:
- Nizam has a friendly relationship with Viper, as they both share a passion for technology and gadgets.
- Nizam and Breach have a competitive relationship, as they both enjoy a good challenge and a good fight.
- Nizam and Sage have a respectful relationship, as they both understand the importance of protecting their team."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Shayan Akhtar 
Codename: Cyclone 
Role: Controller 
Appearance: Shayan is a young man with a medium build and a light complexion. He has short black hair, brown eyes, and a stubbly beard. He wears a long-sleeved black hoodie with a yellow lightning bolt on the back, black cargo pants, and black boots. He also wears a yellow headband with a lightning bolt emblem on it.

Biography: Shayan Akhtar was born and raised in Dhaka, Bangladesh. Growing up, he was fascinated by the power of storms and the power of the wind. He was always dreaming of harnessing the power of the elements and using it to his own ends. When he was old enough, he joined the Bangladeshi military and quickly rose through the ranks, eventually becoming a commander. He was known for his creative tactics and his ability to use the environment to his advantage. After the events of First Light, Shayan was recruited by the VALORANT Protocol as its twenty-third agent, ""Cyclone"". 

Personality: Shayan is a determined and focused individual who is always looking for ways to use his powers to their fullest potential. He is not afraid to take risks and is willing to put himself in danger in order to achieve his goals. He is also a loyal and protective friend, always looking out for his teammates and making sure they are safe.

Abilities:
C - Tempest: Cyclone creates a gust of wind that knocks enemies back and deals damage.
Q - Vortex: Cyclone creates a vortex that pulls enemies towards it and deals damage.
E - Whirlwind: Cyclone creates a whirlwind that pushes enemies away and deals damage.
X - Tornado: Cyclone creates a tornado that deals massive damage and pulls enemies towards it.

Relationships: 
• Sage: Sage and Cyclone have a strong bond and respect each other. Sage is always looking out for Cyclone and is willing to help him when needed.
• Viper: Viper and Cyclone have a friendly rivalry, as they are both controllers and often compete to see who can come up with the most creative tactics.
• Killjoy: Killjoy and Cyclone have a good relationship, as Killjoy often admires Cyclone's creative use of his abilities."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Arman Chowdhury
Codename: Breach
Role: Controller
Appearance: Arman is a tall and athletic man with a muscular build, standing at 6'2"". He has dark brown eyes, black hair, and a light tan complexion. He wears a black and red tactical suit with a hood and a mask. He also wears a pair of black and red goggles and carries a pair of black and red gloves.

Biography: Arman Chowdhury is a former task force agent from Bangladesh. He was recruited by the VALORANT Protocol as its seventeenth agent, ""Breach"". He was known for his exceptional skills in combat and his ability to take down opponents with ease. He was also known for his quick thinking and his ability to think on his feet.

Personality: Arman is a confident and fearless agent who loves the thrill of a fight. He is also known for his quick wit and his ability to think on his feet. He is a bit of a risk-taker and loves to take risks in order to get the job done. He is also known for his loyalty and dedication to his team and his mission.

Abilities:
C - Flashpoint: Arman releases a flash of light that temporarily blinds his opponents.
Q - Rolling Thunder: Arman releases a shockwave that travels along the ground, damaging and knocking back enemies in its path.
E - Aftershock: Arman releases a powerful shockwave that deals damage and slows enemies in its path.
X - Fault Line: Arman creates a line of seismic energy that travels in a straight line, damaging and knocking back enemies in its path.

Relationships:
- Arman has a strong relationship with Sage, as they are both veteran agents of the VALORANT Protocol. 
- Arman has a strained relationship with Yoru, as he tends to be a bit of a loudmouth. 
- Arman has a strained relationship with Chamber, due to a past misunderstanding."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Abir Rahman
Codename: KAY/O
Role: Controller
Appearance: Abir is a tall and muscular man with a strong jawline and a defined face. He has dark brown eyes and short black hair, and wears a full body suit of armor with a helmet that covers his entire face. His armor is a deep blue with gold accents and intricate designs.

Biography: Abir Rahman was born in Bangladesh and was a part of a task force that was sent to recover powerful artifacts from the black market. He was known for his dedication and courage in the face of danger and was regarded as a hero and a legend. However, during one mission in Mumbai, he encountered an ancient and powerful artifact that attached itself to his hands, granting him the power to control and summon masses of water out of nothing. Realizing the power of the artifact, one of his colleagues attempted to take it for himself, leading to a confrontation between the two. Abir was able to escape with the artifact, but was framed for the attempted theft and was forced to go on the run. After almost two months of being pursued by REALM, he was rescued by the VALORANT Protocol and became its twenty-second agent, ""KAY/O"".

Personality: Abir is a robot, but he is not devoid of human emotion. He is determined to save Earth from a conflict of similar proportions to the Human-Radiant War and is more amiable to his human teammates than his radiant allies. He is also known to make quips and sarcastic remarks while he charges into battle, showing that he is more than just his program as a killing machine.

Abilities:
C - Wall: Abir creates a wall of water that blocks enemy fire and movement.
Q - Hydro Blast: Abir sends out a blast of water that knocks enemies back and deals damage.
E - Flash Flood: Abir summons a wave of water that briefly stuns enemies.
X - Tsunami: Abir summons a massive wave of water that deals damage and knocks enemies back.

Relationships:
- Abir has a previous misunderstanding with Chamber, which prevented him from being able to approach her when he and the VALORANT Protocol needed her help later on.
- Abir has a strong bond with Sage, who is always looking out for him and offering help whenever she can.
- Abir has earned the ire of Yoru for being a loudmouth who doesn't shut up."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Akash Rahman
Codename: KAY/O
Role: Controller
Appearance: KAY/O is a humanoid robot with a sleek, metallic body. He is 6'2"" and has a muscular build. He has a bright red visor that glows when he is using his abilities. His body is covered in intricate circuitry and has a black and red color scheme.
Personality: KAY/O is a stoic and determined individual. He is loyal to his team and will do whatever it takes to protect them. He is also a bit of a jokester and loves to make sarcastic comments while in battle. He is also fiercely protective of his home, Bangladesh, and will fight to the death to defend it.
Abilities: 
C - Shockwave: KAY/O launches a shockwave that knocks enemies away from him.
Q - Overcharge: KAY/O charges up his body, increasing his speed and damage output.
E - Force Field: KAY/O creates a force field that blocks enemy fire and slows enemies that pass through it.
X - Shield Generator: KAY/O deploys a shield generator that creates a protective barrier around him and his allies.
Relationships:
- Sova: KAY/O and Sova have a friendly rivalry and often compete to see who can take down the most enemies. 
- Viper: KAY/O and Viper have a mutual respect for each other, as both are veteran agents of the VALORANT Protocol. 
- Yoru: KAY/O and Yoru have a strained relationship due to KAY/O's tendency to be loud and talk too much."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Aziz Rahman
Codename: Shatter
Role: Controller
Appearance: Aziz is a tall, muscular man with a shaved head and a thick beard. He wears a black and yellow jumpsuit with a yellow hoodie and yellow accents on the arms and legs. He also wears a pair of black gloves with yellow accents.
Biography: Aziz Rahman is a former soldier from Bangladesh who has seen the horrors of war and the destruction it can cause. He was recruited by the VALORANT Protocol as its twenty-third agent, ""Shatter"". He has a strong sense of justice and is determined to use his powers to protect the innocent and put an end to the suffering caused by conflict.
Personality: Aziz is a determined and courageous individual who is willing to put himself in harm's way to protect others. He is also a bit of a jokester, often making light of a situation to lighten the mood.
Abilities:
C - Shatter Wave: Aziz releases a wave of energy that knocks enemies back and stuns them.
Q - Shatter Shield: Aziz creates a shield of energy that blocks incoming projectiles and can be used to protect allies.
E - Shatter Blast: Aziz creates a blast of energy that damages and disorients enemies.
X - Shatter Storm: Aziz creates a storm of energy that damages and disorients enemies in an area.
Relationships:
- Cypher: Aziz and Cypher have a friendly rivalry, often competing to see who can come up with the most creative solutions to a problem.
- Astra: Aziz and Astra have a close relationship, often working together to come up with strategies for their missions.
- Breach: Aziz and Breach have a friendly relationship, often exchanging quips and jokes while in the field."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Shazad Ahmed
Codename: Surge
Role: Controller
Appearance: Shazad is a young man with a slim build and an athletic physique. He has short black hair, dark eyes, and a full beard. He wears a long white robe with a hood and carries a staff with a crystal at the top.
Personality: Shazad is a determined and brave individual, willing to take risks and put himself in danger to protect his team and the people of Bangladesh. He is also a bit of a jokester, often making light of difficult situations.
Biography: Shazad was born in Bangladesh and grew up in a small village near Dhaka. As a young man, he was fascinated by the power of electricity and the potential it had to help people. He studied engineering and eventually became a master of electricity, using his knowledge to help people in his village. When the VALORANT Protocol came to Bangladesh, they saw Shazad's potential and offered him a position as an agent. He accepted, and was given the codename Surge.
Abilities:
C - Arc Star: Shazad throws an electrically charged star that sticks to surfaces and shocks enemies within a certain radius.
Q - Power Surge: Shazad creates a surge of electricity that travels along the ground, damaging and slowing down enemies.
E - Spark Wall: Shazad creates a wall of electricity that blocks enemy movement and damages anyone who passes through it.
X - Thunder Dome: Shazad creates a dome of electricity around himself, damaging and stunning enemies who come too close.
Relationships:
- Viper: Viper and Surge have a friendly rivalry, often competing to see who can get the job done faster.
- Breach: Breach and Surge have a mutual respect for each other, both being experts in their respective fields.
- Killjoy: Killjoy and Surge have a friendly relationship, with Killjoy often admiring Surge's skill with electricity."
"Role: controller, Country: ('BD', 'Bangladesh'), Sex: male","
Name: Shihab Uddin
Codename: Shatter
Role: Controller
Appearance: Shatter has a tall, muscular build and is bald. He wears a black tactical suit with a yellow and red sash tied around his waist. His eyes are a bright yellow, and he has a tattoo of a dragon on his left arm.

Biography: Shihab Uddin was born in Dhaka, Bangladesh. He was raised in a family of engineers, and was always interested in technology. He was a bright student, and eventually went on to become a renowned engineer in the country. He was recruited by the VALORANT Protocol as its twenty-third agent, ""Shatter"", due to his expertise in engineering and technology.

Personality: Shatter is a calm and collected individual who is always looking for ways to improve the team. He is a good listener and is always willing to help his teammates. He is also quite analytical, and is always looking for new ways to solve problems.

Abilities:
C - Shatter's C ability is called ""Shockwave"", which allows him to deploy a device that creates a shockwave that pushes enemies away from him.
Q - Shatter's Q ability is called ""Forcefield"", which allows him to deploy a forcefield that blocks incoming enemy fire.
E - Shatter's E ability is called ""Gravity Well"", which allows him to deploy a device that creates a gravity well that pulls enemies towards him.
X - Shatter's X ability is called ""Overdrive"", which allows him to temporarily increase his speed and agility.

Relationships: 
- Shatter has a good relationship with Sage, as they both share a passion for engineering and technology. 
- Shatter has a good relationship with Raze, as they both share a passion for explosions and destruction. 
- Shatter has a good relationship with Viper, as they both share a passion for technology and innovation."
"Role: duelist, Country: tajikistan, Sex: male","
Name: Akmal Karimov
Codename: Akmal
Role: Duelist
Appearance: Akmal is a tall, muscular man with dark skin and a shaved head. He wears a sleeveless black shirt with a white pattern on the chest and a pair of black trousers. He has a pair of black gloves and a pair of black boots. He also wears a black bandana with a white pattern on it.
Biography: Akmal was born and raised in the small country of Tajikistan. Growing up in a small village, Akmal had to work hard to make ends meet. He was always looking for a way to make a living and eventually found his way to the VALORANT Protocol. Akmal was recruited as the twenty-first agent, ""Akmal"", and has since become a formidable duelist.
Personality: Akmal is a confident and determined individual who is always looking for a challenge. He is not afraid to take risks and is willing to put himself in harm's way for the sake of his team. He is also loyal and has a strong sense of justice, believing that those who threaten the safety of Earth should be stopped at all costs.
Abilities:
C - Flashpoint: Akmal creates a flashpoint at a location of his choice, blinding enemies and granting allies a brief moment of invulnerability.
Q - Shockwave: Akmal releases a shockwave that knocks enemies away and deals damage.
E - Shock Trap: Akmal places a trap that shocks enemies who come near it.
X - Overload: Akmal overloads his body with energy, granting him a temporary boost in speed and damage.
Relationships:
Akmal has a strong relationship with Viper, as they both share a similar commitment to justice and a desire to protect Earth. He also has a good relationship with Sage, as he respects her leadership and wisdom. Finally, he has a friendly rivalry with Breach, as they often compete to be the best duelist on the team."
"Role: duelist, Country: tajikistan, Sex: male","
Name: Zorakh Salim
Codename: Zeph
Role: Duelist
Appearance: Zeph has a tall and small muscular physique with very soft features. His skin is pale and his hair is dyed purple and in dreadlocks. He wears a lot of colorful clothing that still provides him with enough coverage to protect him from enemy fire. His mask is colorful and has the Tajik flag in it.

Biography: Zorakh Salim was born in Dushanbe, Tajikistan. He was born into a poor family, but he was the only one with a special gift: the power of electricity. He kept this a secret, but his parents knew and sought out to find something to benefit from it. Eventually, they found the VALORANT Protocol and Zorakh was recruited as their twentieth agent, ""Zeph"". As an agent, he honed his skills and was able to use his electricity in a number of offensive and defensive ways.

Personality: Zeph is a calm and collected agent. He has a strong confidence in his abilities and rarely doubts himself. He is articulate and often speaks in proverbs and metaphors, comparing his enemies to his battles in order to make his teammates realize the stakes of their mission. Despite his calm nature, Zeph has a fierce determination and will rise to the challenge whenever he perceives an enemy or challenge worth fighting for.

Abilities:
C - Current: Zeph is able to temporarily take down an enemy's power system, causing them to become temporarily disabled. 
Q - Arc Mines: Zeph can plant mines that are connected to a total of 10 electrical wires. Whenever an enemy trips over these wires, they will be electrically shocked. 
E - Storm Surge: Zeph can create an electric shockwave capable of damaging multiple enemies. 
X - Electric Shield: Zeph is able to generate an electric shield. When shot, the shield will damage attackers. 

Relationships:
Viper - Despite their differences in approach, Viper respects Zeph's skills and considers him a valuable asset.
Neon - Neon and Zeph have shared a friendly relationship since they were on their first mission together.
Killjoy - Zeph finds Killjoy's innovations interesting, and they often discuss ideas in their free time."
"Role: duelist, Country: tajikistan, Sex: male","
Name: Rizwan Iskandar
Codename: Iskar
Role: Duelist
Appearance: Iskar is a tall, muscular man with a shaved head, a prominent scar on his left cheek, and a few tattoos on his arms and chest. He wears a blue and white hooded jacket, a pair of black pants, and a pair of combat boots.
Biography: Rizwan Iskandar is a former soldier from Tajikistan who was recruited by the VALORANT Protocol as its twentieth agent, ""Iskar"". Growing up in a rural village, Iskar was an orphan who was taken in by a local militia and taught the ways of combat. His skill in battle was so great that he quickly rose in the ranks, eventually becoming a leader of the militia and a respected figure in the community. However, when the VALORANT Protocol came looking for recruits, Iskar saw it as an opportunity to use his skills to help protect the world and accepted the offer, leaving his home and joining the Protocol.
Personality: Iskar is a confident and determined individual, never backing down from a fight and never hesitating to charge into battle. He is also very loyal to the VALORANT Protocol, always putting the mission first and never questioning orders from his superiors. He is also quite witty and sarcastic, often making quips and jokes in the heat of battle.
Abilities:
C - Flashpoint: Iskar throws a device that releases a blinding flash of light, temporarily blinding anyone caught in its radius.
Q - Ballistic Shield: Iskar deploys a ballistic shield that blocks incoming fire in a 180 degree arc.
E - Overdrive: Iskar activates a speed boost that increases his movement speed and reload speed for a short period of time.
X - Battle Cry: Iskar activates a battle cry that increases his allies' movement speed and reload speed for a short period of time.
Relationships: Sova - Iskar and Sova are both former soldiers and have a mutual respect for one another. They often work together on missions and share strategies. 
Neon - Iskar and Neon have a friendly relationship, with Neon often providing advice to Iskar and Iskar offering his help in return. 
Raze - Iskar and Raze are both former soldiers, and they have a mutual respect for one another. They often work together on missions and share strategies."
"Role: duelist, Country: tajikistan, Sex: male","
Name: Shokhrukh Rahmonov
Codename: Shokh
Role: Duelist
Appearance: Shokhrukh is a tall, muscular man with tanned skin and dark brown eyes. He has a shaved head and a scar running down the left side of his face. He wears a red and black leather jacket, black pants, and combat boots.

Biography: Shokhrukh was born in the small village of Isfara, Tajikistan. Growing up, he was always a bit of a wild child, getting into fights and causing trouble. His parents were worried that he would end up in jail, so they enrolled him in martial arts classes. That's where he found his passion for combat and honed his skills. He soon became a master of his craft and was known throughout the region for his dueling prowess.

When the VALORANT Protocol was formed, Shokhrukh was approached to join their ranks as a duelist. He accepted and became the twentieth agent, ""Shokh"".

Personality: Shokhrukh is a confident and impulsive individual, never hesitating to rush into a fight head-on. He is also quite cocky, often rubbing it in the faces of those who initially doubted him. Despite this, he is still willing to take advice from his allies and rethink his strategies when necessary.

Abilities:
C - Flashpoint: Shokhrukh throws a grenade that creates a flash of light, blinding enemies in its area of effect.
Q - Shockwave: Shokhrukh slams the ground with his fists, creating a shockwave that knocks enemies back.
E - Firewall: Shokhrukh creates a wall of fire that blocks enemy vision and deals damage over time.
X - Last Stand: Shokhrukh channels his inner strength and enters a state of heightened awareness, allowing him to see enemies through walls and move faster.

Relationships:
- Sova: Shokhrukh respects Sova's patience and wisdom, and often looks to him for advice and guidance.
- Viper: Shokhrukh and Viper have a mutual understanding of each other, and often work together to achieve their goals.
- Sage: Shokhrukh and Sage have a friendly rivalry, often competing against each other in various tasks."
"Role: duelist, Country: tajikistan, Sex: male"," 
Name: Amir Jamiyev
Codename: Kōshi
Role: Duelist
Appearance: Kōshi is a tall and lean Tajikistani man, with a light olive complexion and short dark hair. He wears a white and blue traditional Tajikistani robe, with intricate patterns of the country's flag embroidered on the fabric. He also wears a blue and white headscarf and a pair of sunglasses.
Biography: Amir Jamiyev was born and raised in the small country of Tajikistan. Growing up, he was always fascinated by the tales of warriors and swordsmen from the country's past, and dreamed of one day becoming a master swordsman himself. After years of hard work and dedication, he was able to achieve his dream and become a renowned swordsman. However, when the VALORANT Protocol was formed, he was approached and recruited as their twenty-fourth agent, ""Kōshi"", and was tasked with using his skills to help protect the world from the Omega threat.

Personality: Kōshi is a confident and determined individual, never hesitating to charge into a fight head-on. He is also highly focused and disciplined, always striving to improve his skills and become an even better swordsman. He is also known to be quite friendly and amiable with his fellow agents, always willing to help out and lend a hand.

Abilities:
C - Flashpoint: Kōshi creates a wall of fire that blocks vision and damages enemies who pass through it.
Q - Katana: Kōshi throws out a katana that can be picked up and used to slash enemies, dealing damage and knocking them back.
E - Bushido: Kōshi charges forward with his katana, dealing damage and knocking back any enemies in his path.
X - Iaijutsu: Kōshi draws his katana and slashes enemies in a wide arc, dealing massive damage and stunning them.

Relationships:
- Phoenix: Kōshi and Phoenix have a friendly relationship, often exchanging stories of their pasts and offering each other advice.
- Sage: Kōshi and Sage are good friends and often work together on missions.
- Viper: Kōshi and Viper share a mutual respect for each other, with Kōshi often looking to her for guidance."
